Date,Boxscore_URL,Score,Outs,Base State,Pitches,Sequence,Out,Team,Batter,Pitcher,Win Expectancy,Leverage Index,Event,Unnamed: 14,Inning,Event Type
Saturday May 1,https://www.baseball-reference.com/boxes/BAL/BAL199905010.shtml,5-Feb,0.0,---,"""5","(2-2)CFBBX""",O,BAL,Delino Deshields,BradÂ Radke,3%,89%,Groundout: 1B-P,,,
Sunday May 2,https://www.baseball-reference.com/boxes/BAL/BAL199905020.shtml,Jun-00,0.0,---,"""5","(3-1)BBBCB""",,BAL,Albert Belle,BenjÂ Sampson,0%,99%,Walk,,,
Tuesday May 4,https://www.baseball-reference.com/boxes/BAL/BAL199905040.shtml,5-Feb,0.0,---,"""4","(1-2)BCCS""",O,BAL,Brady Anderson,BryanÂ Ward,-3%,11%,Strikeout Swinging,,,
Wednesday May 5,https://www.baseball-reference.com/boxes/BAL/BAL199905050.shtml,Jul-00,0.0,---,"""6","(3-2)BBBCCX""",R,BAL,Brady Anderson,SeanÂ Lowe,0%,100%,Home Run (Fly Ball to Deep CF-RF),,,
Thursday May 6,https://www.baseball-reference.com/boxes/BAL/BAL199905060.shtml,2-Mar,0.0,---,"""3","(1-1)BCX""",O,BAL,Mike Bordick,JamesÂ Baldwin,-2%,76%,Flyball: RF,,,
Tuesday May 18,https://www.baseball-reference.com/boxes/BAL/BAL199905180.shtml,1-May,0.0,---,"""4","(1-2)CBSC""",O,BAL,Brady Anderson,MarkÂ Petkovsek,0%,96%,Strikeout Looking,,,
Wednesday May 19,https://www.baseball-reference.com/boxes/BAL/BAL199905190.shtml,3-Mar,0.0,---,"""1","(0-0)X""",O,BAL,Harold Baines,OmarÂ Olivares,4%,45%,Flyball: CF,,,
Thursday May 20,https://www.baseball-reference.com/boxes/BAL/BAL199905200.shtml,5-Apr,0.0,---,"""5","(2-2)CSBBC""",O,BAL,Delino Deshields,TimÂ Belcher,5%,67%,Strikeout Looking,,,
Friday May 21,https://www.baseball-reference.com/boxes/BAL/BAL199905210.shtml,0-1,0.0,---,"""3","(0-2)FFX""",,BAL,Cal Ripken Jr,RickÂ Helling,7%,45%,Single to RF (Ground Ball),,,
Saturday May 22,https://www.baseball-reference.com/boxes/BAL/BAL199905220.shtml,3-Mar,0.0,---,"""1","(0-0)X""",O,BAL,BJ Surhoff,JeffÂ Zimmerman,4%,45%,Flyball: RF (Short CF-RF),,,
Sunday May 23,https://www.baseball-reference.com/boxes/BAL/BAL199905230.shtml,2-Dec,0.0,---,"""1","(0-0)X""",,BAL,Delino Deshields,JohnÂ Burkett,0%,100%,Single to CF (Line Drive),,,
Friday Jun 4,https://www.baseball-reference.com/boxes/BAL/BAL199906040.shtml,7-Mar,0.0,---,"""3","(0-2)CSX""",O,BAL,Harold Baines,YorkisÂ PÃ©rez,2%,94%,Groundout: 2B-1B,,,
Saturday Jun 5,https://www.baseball-reference.com/boxes/BAL/BAL199906050.shtml,3-Apr,0.0,---,"""2","(0-1)FX""",O,BAL,Cal Ripken Jr,CarltonÂ Loewer,-2%,76%,Flyball: RF,,,
Sunday Jun 6,https://www.baseball-reference.com/boxes/BAL/BAL199906060.shtml,9-Jul,0.0,---,"""1","(0-0)X""",O,BAL,Albert Belle,JoelÂ Bennett,4%,81%,Groundout: 2B-1B,,,
Monday Jun 14,https://www.baseball-reference.com/boxes/BAL/BAL199906140.shtml,1-Jun,0.0,---,"""4","(2-1)BBCX""",O,BAL,Brady Anderson,JosÃ©Â Santiago,0%,98%,Groundout: SS-1B (Deep SS-2B),,,
Tuesday Jun 15,https://www.baseball-reference.com/boxes/BAL/BAL199906150.shtml,5-Apr,0.0,---,"""5","(2-2)CBCBX""",O,BAL,Brady Anderson,TimÂ Byrdak,-5%,33%,Popfly: SS (Short LF-CF),,,
Wednesday Jun 16,https://www.baseball-reference.com/boxes/BAL/BAL199906160.shtml,1-Jan,0.0,---,"""1","(0-0)X""",,BAL,Harold Baines,JosÃ©Â Rosado,10%,70%,Double to LF (Ground Ball),,,
Tuesday Jun 22,https://www.baseball-reference.com/boxes/BAL/BAL199906220.shtml,2-Jan,0.0,---,"""5","(3-1)FBBBX""",,BAL,Will Clark,PatÂ Rapp,7%,45%,Single to CF (Ground Ball),,,
Wednesday Jun 23,https://www.baseball-reference.com/boxes/BAL/BAL199906230.shtml,0-2,0.0,---,"""7","(3-2)BFBFBFX""",O,BAL,Jeff Reboulet,DerekÂ Lowe,4%,81%,Groundout: 2B-1B,,,
Thursday Jun 24,https://www.baseball-reference.com/boxes/BAL/BAL199906240.shtml,2-Jan,0.0,---,"""2","(1-0)BX""",O,BAL,Cal Ripken Jr,MarkÂ Portugal,5%,67%,Flyball: CF,,,
Friday Jun 25,https://www.baseball-reference.com/boxes/BAL/BAL199906250.shtml,7-May,0.0,---,"""6","(3-2)SBBSBS""",O,BAL,Mike Bordick,MikeÂ Stanton,4%,81%,Strikeout Swinging,,,
Saturday Jun 26,https://www.baseball-reference.com/boxes/BAL/BAL199906260.shtml,0-3,0.0,---,"""3","(1-1)CBX""",O,BAL,Will Clark,DavidÂ Cone,3%,89%,Groundout: SS-1B,,,
Sunday Jun 27,https://www.baseball-reference.com/boxes/BAL/BAL199906270.shtml,3-Feb,0.0,---,"""5","(1-2)CFBFC""",O,BAL,Jerry Hairston,OrlandoÂ HernÃ¡ndez,5%,67%,Strikeout Looking,,,
Tuesday Jul 6,https://www.baseball-reference.com/boxes/BAL/BAL199907060.shtml,3-Mar,0.0,---,"""6","(3-2)BBBCFX""",O,BAL,Brady Anderson,PaulÂ Quantrill,4%,45%,Groundout: SS-1B (Deep SS-2B),,,
Wednesday Jul 7,https://www.baseball-reference.com/boxes/BAL/BAL199907070.shtml,3-Jun,0.0,---,"""4","(1-2)FBCX""",O,BAL,BJ Surhoff,RoyÂ Halladay,1%,7%,Groundout: 3B-1B (SS-3B Hole),,,
Thursday Jul 8,https://www.baseball-reference.com/boxes/BAL/BAL199907080.shtml,10-Apr,0.0,---,"""4","(1-2)FBFX""",R,BAL,Harold Baines,PaulÂ Quantrill,-2%,96%,Home Run (Fly Ball to Deep LF),,,
Thursday Jul 15,https://www.baseball-reference.com/boxes/BAL/BAL199907150.shtml,2-Jul,0.0,---,"""3","(1-1)BSX""",,BAL,Harold Baines,GuillermoÂ Mota,0%,99%,Double to LF (Fly Ball to Deep LF Line),,,
Friday Jul 16,https://www.baseball-reference.com/boxes/BAL/BAL199907160.shtml,1-Sep,0.0,---,"""3","(0-2)FFX""",O,BAL,Charles Johnson,UguethÂ Urbina,0%,100%,Popfly: 1B (Deep 2B-1B),,,
Saturday Jul 17,https://www.baseball-reference.com/boxes/BAL/BAL199907170.shtml,Feb-00,0.0,---,"""4","(2-1)BBCX""",O,BAL,Jerry Hairston,GuillermoÂ Mota,-1%,87%,Groundout: SS-1B,,,
Sunday Jul 18,https://www.baseball-reference.com/boxes/BAL/BAL199907180.shtml,8-Jan,0.0,---,"""6","(3-2)BSCBBX""",,BAL,Will Clark,MasatoÂ Yoshii,-1%,98%,Single to RF (Line Drive to Short RF),,,
Monday Jul 19,https://www.baseball-reference.com/boxes/BAL/BAL199907190.shtml,4-Jan,0.0,---,"""1","(0-0)X""",O,BAL,Will Clark,OctavioÂ Dotel,3%,89%,Groundout: 1B unassisted,,,
Tuesday Jul 20,https://www.baseball-reference.com/boxes/BAL/BAL199907200.shtml,1-Apr,0.0,---,"""4","(2-1)BSBX""",O,BAL,Jeff Conine,PatÂ Mahomes,-1%,93%,Groundout: SS-1B,,,
Friday Jul 23,https://www.baseball-reference.com/boxes/BAL/BAL199907230.shtml,Jan-00,0.0,---,"""3","(2-0)BBX""",,BAL,Mike Figga,MikeÂ Magnante,3%,81%,Single to CF (Ground Ball thru SS-2B),,,
Saturday Jul 24,https://www.baseball-reference.com/boxes/BAL/BAL199907240.shtml,2-Jun,0.0,---,"""1","(0-0)X""",,BAL,Harold Baines,ShigetoshiÂ Hasegawa,0%,97%,Single to RF (Line Drive to Short RF),,,
Sunday Jul 25,https://www.baseball-reference.com/boxes/BAL/BAL199907250.shtml,7-Mar,0.0,---,"""1","(0-0)X""",,BAL,Rich Amaral,ChuckÂ Finley,3%,12%,Single to CF (Ground Ball thru SS-2B),,,
Tuesday Jul 27,https://www.baseball-reference.com/boxes/BAL/BAL199907270.shtml,7-Mar,0.0,---,"""6","(3-2)BFBCBB""",,BAL,Charles Johnson,AaronÂ Sele,-3%,88%,Walk,,,
Wednesday Jul 28,https://www.baseball-reference.com/boxes/BAL/BAL199907280.shtml,4-Jun,0.0,---,"""6","(2-2)BFCFBS""",O,BAL,Will Clark,TimÂ Crabtree,-1%,87%,Strikeout Swinging,,,
Thursday Jul 29,https://www.baseball-reference.com/boxes/BAL/BAL199907290.shtml,2-Jan,0.0,---,"""5","(2-2)BCBFS""",O,BAL,BJ Surhoff,MikeÂ Venafro,5%,67%,Strikeout Swinging,,,
Thursday Aug 5,https://www.baseball-reference.com/boxes/BAL/BAL199908050.shtml,1-Jun,0.0,---,"""3","(0-2)CFS""",O,BAL,BJ Surhoff,WillieÂ Blair,0%,98%,Strikeout Swinging,,,
Friday Aug 6,https://www.baseball-reference.com/boxes/BAL/BAL199908060.shtml,2-Jan,0.0,---,"""5","(2-2)BBCCC""",O,BAL,Delino Deshields,DaveÂ Mlicki,5%,67%,Strikeout Looking,,,
Saturday Aug 7,https://www.baseball-reference.com/boxes/BAL/BAL199908070.shtml,4-May,0.0,---,"""2","(0-1)FX""",,BAL,Ryan Minor,FranciscoÂ Cordero,3%,81%,Single to SS (Ground Ball to P's Right),,,
Sunday Aug 8,https://www.baseball-reference.com/boxes/BAL/BAL199908080.shtml,0-2,0.0,---,"""2","(1-0)BX""",,BAL,Jeff Conine,BrianÂ Moehler,-7%,70%,Single to 3B (Ground Ball to Short 3B Line),,,
Tuesday Aug 17,https://www.baseball-reference.com/boxes/BAL/BAL199908170.shtml,3-Apr,0.0,---,"""3","(1-1)BCX""",,BAL,BJ Surhoff,TravisÂ Miller,3%,81%,Single to 2B (Ground Ball to P's Left),,,
Wednesday Aug 18,https://www.baseball-reference.com/boxes/BAL/BAL199908180.shtml,Feb-00,0.0,---,"""1","(0-0)X""",O,BAL,Albert Belle,LaTroyÂ Hawkins,-1%,87%,Groundout: SS-1B,,,
Thursday Aug 19,https://www.baseball-reference.com/boxes/BAL/BAL199908190.shtml,3-Sep,0.0,---,"""1","(0-0)X""",,BAL,Mike Figga,HÃ©ctorÂ Carrasco,0%,99%,Single to LF (Line Drive to SS-3B Hole),,,
Saturday Aug 21 (1),https://www.baseball-reference.com/boxes/BAL/BAL199908211.shtml,3-Mar,0.0,---,"""9","(3-2)CBSFBBFFS""",O,BAL,Albert Belle,BillÂ Simas,4%,45%,Strikeout Swinging,,,
Saturday Aug 21 (2),https://www.baseball-reference.com/boxes/BAL/BAL199908212.shtml,3-Apr,0.0,---,"""2","(0-1)FX""",O,BAL,Mike Bordick,MikeÂ Sirotka,2%,24%,Groundout: 2B-1B,,,
Sunday Aug 22,https://www.baseball-reference.com/boxes/BAL/BAL199908220.shtml,1-Jul,0.0,---,"""6","(3-2)CBBBSX""",O,BAL,Delino Deshields,JaimeÂ Navarro,0%,99%,Groundout: 1B unassisted,,,
Tuesday Aug 31,https://www.baseball-reference.com/boxes/BAL/BAL199908310.shtml,0-1,0.0,---,"""7","(2-2)FFBBFFC""",O,BAL,Albert Belle,RyanÂ Rupe,5%,67%,Strikeout Looking,,,
Wednesday Sep 1,https://www.baseball-reference.com/boxes/BAL/BAL199909010.shtml,1-Feb,0.0,---,"""1","(0-0)X""",,BAL,Albert Belle,EstebanÂ Yan,3%,81%,Single to CF (Ground Ball thru SS-2B),,,
Thursday Sep 2,https://www.baseball-reference.com/boxes/BAL/BAL199909020.shtml,4-Oct,0.0,---,"""4","(3-0)BBBB""",,BAL,Gene Kingsale,AlanÂ Newman,0%,99%,Walk,,,
Friday Sep 3,https://www.baseball-reference.com/boxes/BAL/BAL199909030.shtml,7-Jun,0.0,---,"""2","(0-1)FX""",O,BAL,Albert Belle,PaulÂ Shuey,5%,67%,Groundout: 3B-1B,,,
Saturday Sep 4,https://www.baseball-reference.com/boxes/BAL/BAL199909040.shtml,1-Mar,0.0,---,"""6","(2-2)FBBFFX""",O,BAL,Ryan Minor,BartoloÂ ColÃ³n,-1%,87%,Popfly: 2B (Deep 2B-1B),,,
Sunday Sep 5,https://www.baseball-reference.com/boxes/BAL/BAL199909050.shtml,12-Jul,0.0,---,"""1","(0-0)X""",O,BAL,Jeff Conine,JimÂ Brower,1%,97%,Flyball: RF (Short RF),,,
Monday Sep 6,https://www.baseball-reference.com/boxes/BAL/BAL199909060.shtml,3-Mar,0.0,---,"""6","(3-2)BCCBBX""",O,BAL,Jerry Hairston,DaveÂ Burba,4%,45%,Flyball: RF,,,
Friday Sep 10,https://www.baseball-reference.com/boxes/BAL/BAL199909100.shtml,4-Mar,0.0,---,"""3","(2-0)BBX""",O,BAL,Mike Figga,PaulÂ Abbott,-5%,33%,Groundout: 3B-1B,,,
Saturday Sep 11,https://www.baseball-reference.com/boxes/BAL/BAL199909110.shtml,2-Feb,0.0,---,"""7","(1-2)CFBFFFX""",O,BAL,Mike Bordick,FreddyÂ GarcÃ­a,-4%,55%,Groundout: P-1B,,,
Sunday Sep 12,https://www.baseball-reference.com/boxes/BAL/BAL199909120.shtml,1-Mar,0.0,---,"""2","(0-1)CX""",O,BAL,Gene Kingsale,JohnÂ Halama,-1%,87%,Groundout: 3B-1B (Weak 3B),,,
Monday Sep 13,https://www.baseball-reference.com/boxes/BAL/BAL199909130.shtml,2-Mar,0.0,---,"""6","(3-2)BLBFBX""",,BAL,Gene Kingsale,GilÂ Meche,3%,81%,Single to CF (Ground Ball thru SS-2B),,,
Tuesday Sep 14,https://www.baseball-reference.com/boxes/BAL/BAL199909140.shtml,13-5,0.0,---,"""4","(1-2)CSBX""",O,BAL,Mike Bordick,RonÂ Mahay,0%,100%,Popfly: SS,,,
Thursday Sep 23 (1),https://www.baseball-reference.com/boxes/BAL/BAL199909231.shtml,6-Jun,0.0,---,"""5","(2-2)CBBFX""",O,BAL,Mike Bordick,GregÂ McMichael,4%,45%,Lineout: 3B,,,
Thursday Sep 23 (2),https://www.baseball-reference.com/boxes/BAL/BAL199909232.shtml,4-Nov,0.0,---,"""4","(1-2)BFCS""",O,BAL,Mike Figga,ChadÂ Harville,0%,100%,Strikeout Swinging,,,
Tuesday Sep 28,https://www.baseball-reference.com/boxes/BAL/BAL199909280.shtml,7-May,0.0,---,"""2","(0-1)CX""",O,BAL,Gene Kingsale,RamiroÂ Mendoza,4%,81%,Groundout: 2B-1B,,,
Thursday Sep 30 (1),https://www.baseball-reference.com/boxes/BAL/BAL199909301.shtml,May-00,0.0,---,"""1","(0-0)X""",O,BAL,Albert Belle,JasonÂ Grimsley,0%,98%,Flyball: RF,,,
Thursday Sep 30 (2),https://www.baseball-reference.com/boxes/BAL/BAL199909302.shtml,6-Mar,0.0,---,"""4","(1-2)CMBX""",O,BAL,Gene Kingsale,OrlandoÂ HernÃ¡ndez,3%,89%,Groundout: P-1B,,,
Friday Oct 1,https://www.baseball-reference.com/boxes/BAL/BAL199910010.shtml,0-6,0.0,---,"""1","(0-0)X""",O,BAL,Albert Belle,TomÂ Gordon,1%,98%,Flyball: LF (Deep LF-CF),,,
Saturday Oct 2,https://www.baseball-reference.com/boxes/BAL/BAL199910020.shtml,0-4,0.0,---,"""3","(0-2)FFH""",,BAL,BJ Surhoff,PedroÂ Martinez,-3%,88%,Hit By Pitch,,,
Sunday Oct 3,https://www.baseball-reference.com/boxes/BAL/BAL199910030.shtml,0-0,0.0,---,"""5","(3-1)CBBBB""",,BAL,Gene Kingsale,RodÂ Beck,-6%,35%,Walk,,,
Monday Apr 3,https://www.baseball-reference.com/boxes/BAL/BAL200004030.shtml,2-Jan,0.0,---,"""5","(3-1)CBBBB""",,BAL,Will Clark,ScottÂ Kamieniecki,-7%,54%,Walk,,,
Wednesday Apr 5,https://www.baseball-reference.com/boxes/BAL/BAL200004050.shtml,7-Jul,0.0,---,"""5","(2-2)CFBBC""",O,BAL,BJ Surhoff,RicardoÂ RincÃ³n,-4%,55%,Strikeout Looking,,,
Thursday Apr 6,https://www.baseball-reference.com/boxes/BAL/BAL200004060.shtml,2-Jun,0.0,---,"""1","(0-0)X""",,BAL,BJ Surhoff,RicardoÂ RincÃ³n,1%,98%,Double to RF (Line Drive to CF-RF),,,
Friday Apr 7,https://www.baseball-reference.com/boxes/BAL/BAL200004070.shtml,7-Nov,0.0,---,"""5","(2-2)FFBBX""",O,BAL,Harold Baines,MarkÂ Johnson,0%,96%,Groundout: SS-1B,,,
Saturday Apr 8,https://www.baseball-reference.com/boxes/BAL/BAL200004080.shtml,0-1,0.0,---,"""5","(3-1)BBCBX""",O,BAL,Harold Baines,HideoÂ Nomo,-5%,33%,Lineout: LF,,,
Sunday Apr 9,https://www.baseball-reference.com/boxes/BAL/BAL200004090.shtml,6-Nov,0.0,---,"""2","(0-1)CX""",O,BAL,Mike Bordick,DannyÂ Patterson,0%,98%,Groundout: 2B-1B,,,
Wednesday Apr 19,https://www.baseball-reference.com/boxes/BAL/BAL200004190.shtml,0-2,0.0,---,"""2","(1-0)BX""",O,BAL,Cal Ripken Jr,SteveÂ Trachsel,-4%,20%,Flyball: CF,,,
Thursday Apr 20,https://www.baseball-reference.com/boxes/BAL/BAL200004200.shtml,4-Jun,0.0,---,"""2","(0-1)CH""",,BAL,Brady Anderson,RyanÂ Rupe,2%,90%,Hit By Pitch,,,
Friday Apr 28,https://www.baseball-reference.com/boxes/BAL/BAL200004280.shtml,3-Jan,0.0,---,"""3","(2-0)BBX""",O,BAL,Will Clark,EstebanÂ Loaiza,-4%,20%,Lineout: RF,,,
Saturday Apr 29,https://www.baseball-reference.com/boxes/BAL/BAL200004290.shtml,Feb-00,0.0,---,"""3","(2-0)BBX""",,BAL,Charles Johnson,DarrenÂ Oliver,2%,90%,Single to LF (Line Drive),,,
Sunday Apr 30,https://www.baseball-reference.com/boxes/BAL/BAL200004300.shtml,6-Mar,0.0,---,"""2","(0-1)CX""",O,BAL,Mark Lewis,KennyÂ Rogers,3%,89%,Groundout: 3B-1B,,,
Tuesday May 2,https://www.baseball-reference.com/boxes/BAL/BAL200005020.shtml,6-May,0.0,---,"""4","(2-1)BCBX""",O,BAL,Charles Johnson,ScottÂ Schoeneweis,-5%,33%,Flyball: RF,,,
Wednesday May 3,https://www.baseball-reference.com/boxes/BAL/BAL200005030.shtml,6-May,0.0,---,"""5","(3-1)SBBBB""",,BAL,Delino Deshields,MikeÂ Holtz,-7%,54%,Walk,,,
Thursday May 4,https://www.baseball-reference.com/boxes/BAL/BAL200005040.shtml,6-May,0.0,---,"""4","(2-1)BCBX""",O,BAL,BJ Surhoff,EricÂ Weaver,5%,67%,Flyball: LF,,,
Thursday May 11,https://www.baseball-reference.com/boxes/BAL/BAL200005110.shtml,11-Apr,0.0,---,"""4","(1-2)CFBS""",O,BAL,Brady Anderson,TimÂ Young,0%,99%,Strikeout Swinging,,,
Friday May 12,https://www.baseball-reference.com/boxes/BAL/BAL200005120.shtml,0-4,0.0,---,"""5","(2-2)BCBSX""",O,BAL,BJ Surhoff,PedroÂ Martinez,2%,94%,Groundout: 2B-1B,,,
Saturday May 13,https://www.baseball-reference.com/boxes/BAL/BAL200005130.shtml,Jan-00,0.0,---,"""6","(3-2)CBBBFB""",,BAL,BJ Surhoff,JeffÂ Fassero,-3%,19%,Walk,,,
Sunday May 14,https://www.baseball-reference.com/boxes/BAL/BAL200005140.shtml,3-Jan,0.0,---,"""3","(1-1)BSX""",O,BAL,Mark Lewis,RhealÂ Cormier,4%,80%,Groundout: SS-1B,,,
Tuesday May 23,https://www.baseball-reference.com/boxes/BAL/BAL200005230.shtml,Feb-00,0.0,---,"""2","(0-1)CX""",O,BAL,Harold Baines,GilÂ Meche,-1%,87%,Groundout: 2B-1B,,,
Wednesday May 24,https://www.baseball-reference.com/boxes/BAL/BAL200005240.shtml,3-Mar,0.0,---,"""4","(1-2)SCBX""",O,BAL,Charles Johnson,JohnÂ Halama,-4%,55%,Groundout: SS-1B,,,
Thursday May 25,https://www.baseball-reference.com/boxes/BAL/BAL200005250.shtml,1-Feb,0.0,---,"""1","(0-0)X""",,BAL,Charles Johnson,FrankieÂ Rodriguez,3%,81%,Single (Ground Ball),,,
Friday May 26,https://www.baseball-reference.com/boxes/BAL/BAL200005260.shtml,3-Aug,0.0,---,"""3","(0-2)CCS""",O,BAL,Greg Myers,RichÂ Sauveur,0%,98%,Strikeout Swinging,,,
Saturday May 27,https://www.baseball-reference.com/boxes/BAL/BAL200005270.shtml,0-2,0.0,---,"""8","(2-2)CBSFFBFC""",O,BAL,Albert Belle,TimÂ Hudson,4%,80%,Strikeout Looking,,,
Friday Jun 9,https://www.baseball-reference.com/boxes/BAL/BAL200006090.shtml,9-Apr,0.0,---,"""4","(0-2)CFFC""",O,BAL,Brady Anderson,RandyÂ Wolf,1%,97%,Strikeout Looking,,,
Saturday Jun 10,https://www.baseball-reference.com/boxes/BAL/BAL200006100.shtml,4-Jul,0.0,---,"""7","(3-2)BBFBFFX""",O,BAL,Albert Belle,MarkÂ Holzemer,-1%,93%,Flyball: RF,,,
Sunday Jun 11,https://www.baseball-reference.com/boxes/BAL/BAL200006110.shtml,1-Apr,0.0,---,"""2","(1-0)BX""",R,BAL,Mike Bordick,AndyÂ Ashby,3%,97%,Home Run (Fly Ball to Deep LF),,,
Tuesday Jun 13,https://www.baseball-reference.com/boxes/BAL/BAL200006130.shtml,2-Mar,0.0,---,"""7","(3-2)BCBSBFS""",O,BAL,Harold Baines,RickÂ Helling,-2%,76%,Strikeout Swinging,,,
Wednesday Jun 14,https://www.baseball-reference.com/boxes/BAL/BAL200006140.shtml,8-May,0.0,---,"""4","(1-2)BCFX""",O,BAL,Mike Bordick,KennyÂ Rogers,-3%,11%,Groundout: P-1B,,,
Thursday Jun 15,https://www.baseball-reference.com/boxes/BAL/BAL200006150.shtml,1-Mar,0.0,---,"""2","(1-0)BX""",O,BAL,Charles Johnson,FranciscoÂ Cordero,-1%,87%,Foul Popfly: 1B (1B into Foul Terr.),,,
Friday Jun 16,https://www.baseball-reference.com/boxes/BAL/BAL200006160.shtml,2-Apr,0.0,---,"""1","(0-0)X""",O,BAL,BJ Surhoff,MarkÂ Petkovsek,-1%,87%,Lineout: LF,,,
Saturday Jun 17,https://www.baseball-reference.com/boxes/BAL/BAL200006170.shtml,7-Jan,0.0,---,"""6","(3-2)CBBCBS""",O,BAL,Greg Myers,MikeÂ Holtz,1%,98%,Strikeout Swinging,,,
Sunday Jun 18,https://www.baseball-reference.com/boxes/BAL/BAL200006180.shtml,8-Feb,0.0,---,"""5","(1-2)CFFBX""",,BAL,BJ Surhoff,SethÂ Etherton,-1%,96%,Single to LF (Line Drive),,,
Friday Jun 30,https://www.baseball-reference.com/boxes/BAL/BAL200006300.shtml,2-Jul,0.0,---,"""2","(0-1)FH""",,BAL,Delino Deshields,JohnÂ Frascatore,0%,99%,Hit By Pitch,,,
Saturday Jul 1,https://www.baseball-reference.com/boxes/BAL/BAL200007010.shtml,3-Oct,0.0,---,"""2","(0-1)CX""",,BAL,BJ Surhoff,MattÂ DeWitt,0%,100%,Single (Line Drive to LF-CF),,,
Sunday Jul 2,https://www.baseball-reference.com/boxes/BAL/BAL200007020.shtml,2-Feb,0.0,---,"""5","(2-2)FBCBX""",O,BAL,Harold Baines,PedroÂ BorbÃ³n,-4%,55%,Flyball: LF,,,
Monday Jul 3,https://www.baseball-reference.com/boxes/BAL/BAL200007030.shtml,6-Mar,0.0,---,"""4","(1-2)BSCS""",O,BAL,Brady Anderson,PedroÂ BorbÃ³n,3%,89%,Strikeout Swinging,,,
Thursday Jul 13,https://www.baseball-reference.com/boxes/BAL/BAL200007130.shtml,4-Mar,0.0,---,"""4","(0-2)FFFC""",O,BAL,Brady Anderson,GregÂ Maddux,5%,67%,Strikeout Looking,,,
Friday Jul 14,https://www.baseball-reference.com/boxes/BAL/BAL200007140.shtml,3-Jan,0.0,---,"""1","(0-0)X""",,BAL,Harold Baines,AndyÂ Ashby,-7%,69%,Single to RF (Line Drive),,,
Saturday Jul 15,https://www.baseball-reference.com/boxes/BAL/BAL200007150.shtml,7-Feb,0.0,---,"""5","(1-2)BCFFC""",O,BAL,Mark Lewis,TomÂ Glavine,1%,97%,Strikeout Looking,,,
Sunday Jul 16,https://www.baseball-reference.com/boxes/BAL/BAL200007160.shtml,4-Jul,0.0,---,"""4","(1-2)CCBX""",O,BAL,Delino Deshields,RonÂ Mahay,-1%,93%,Groundout: SS-1B,,,
Monday Jul 17,https://www.baseball-reference.com/boxes/BAL/BAL200007170.shtml,3-Apr,0.0,---,"""1","(0-0)X""",O,BAL,Harold Baines,ReidÂ Cornelius,-2%,76%,Groundout: 1B unassisted,,,
Tuesday Jul 18,https://www.baseball-reference.com/boxes/BAL/BAL200007180.shtml,0-3,0.0,---,"""3","(2-0)BBX""",,BAL,Albert Belle,JesÃºsÂ SÃ¡nchez,-7%,79%,Double to RF (Line Drive to Deep RF),,,
Thursday Jul 20 (1),https://www.baseball-reference.com/boxes/BAL/BAL200007201.shtml,9-May,0.0,---,"""10","(3-2)BFBBFFFFFB""",,BAL,Mike Bordick,HipÃ³litoÂ Pichardo,-3%,88%,Walk,,,
Thursday Jul 20 (2),https://www.baseball-reference.com/boxes/BAL/BAL200007202.shtml,4-Jul,0.0,---,"""3","(1-1)BCX""",,BAL,Mark Lewis,BryceÂ Florie,1%,94%,Single (Ground Ball),,,
Monday Jul 24,https://www.baseball-reference.com/boxes/BAL/BAL200007240.shtml,4-Mar,0.0,---,"""1","(0-0)X""",O,BAL,Delino Deshields,MikeÂ Stanton,5%,67%,Foul Popfly: C (Behind Home),,,
Tuesday Jul 25,https://www.baseball-reference.com/boxes/BAL/BAL200007250.shtml,0-16,0.0,---,"""4","(1-2)BCFS""",O,BAL,Luis Matos,AndyÂ Pettitte,0%,100%,Strikeout Swinging,,,
Wednesday Jul 26,https://www.baseball-reference.com/boxes/BAL/BAL200007260.shtml,3-Jan,0.0,---,"""3","(0-2)CCS""",O,BAL,Luis Matos,JeffÂ Nelson,4%,80%,Strikeout Swinging,,,
Saturday Jul 29 (1),https://www.baseball-reference.com/boxes/BAL/BAL200007291.shtml,14-Mar,0.0,---,"""1","(0-0)X""",,BAL,Jeff Conine,JasonÂ Bere,0%,100%,Single to CF (Line Drive to Short CF),,,
Saturday Jul 29 (2),https://www.baseball-reference.com/boxes/BAL/BAL200007292.shtml,Jan-00,0.0,---,"""2","(1-0)BX""",O,BAL,Delino Deshields,PaulÂ Shuey,-2%,76%,Lineout: 2B,,,
Sunday Jul 30,https://www.baseball-reference.com/boxes/BAL/BAL200007300.shtml,5-Jun,0.0,---,"""2","(1-0)BX""",,BAL,Jeff Conine,JustinÂ Speier,3%,81%,Single to LF (Line Drive),,,
Monday Jul 31,https://www.baseball-reference.com/boxes/BAL/BAL200007310.shtml,3-May,0.0,---,"""1","(0-0)X""",,BAL,Luis Matos,HÃ©ctorÂ Carrasco,2%,90%,Single to 1B (Bunt),,,
Tuesday Aug 1,https://www.baseball-reference.com/boxes/BAL/BAL200008010.shtml,Jul-00,0.0,---,"""1","(0-0)X""",O,BAL,Albert Belle,EddieÂ Guardado,0%,100%,Flyball: LF (Short LF),,,
Wednesday Aug 2,https://www.baseball-reference.com/boxes/BAL/BAL200008020.shtml,10-Apr,0.0,---,"""1","(0-0)X""",O,BAL,Ivanon Coffie,EddieÂ Guardado,1%,98%,Groundout: 1B unassisted,,,
